"","age_gp","sex","region","july1_2020","july1_2021"
"3207","23","female","Idaho",11604,11931
"3208","24","total","Idaho",24246,25120
"3209","24","male","Idaho",12673,13111
"3210","24","female","Idaho",11573,12009
"3211","25","total","Idaho",23898,24749
"3212","25","male","Idaho",12516,12890
"3213","25","female","Idaho",11382,11859
"3214","26","total","Idaho",24042,24375
"3215","26","male","Idaho",12537,12712
"3216","26","female","Idaho",11505,11663
"3217","27","total","Idaho",24181,24698
"3218","27","male","Idaho",12563,12793
"3219","27","female","Idaho",11618,11905
"3220","28","total","Idaho",24424,24773
"3221","28","male","Idaho",12556,12809
"3222","28","female","Idaho",11868,11964
"3223","29","total","Idaho",24674,25203
"3224","29","male","Idaho",12500,13000
"3225","29","female","Idaho",12174,12203
"3226","30","total","Idaho",24706,25623
"3227","30","male","Idaho",12354,12949
"3228","30","female","Idaho",12352,12674
"3229","31","total","Idaho",23861,25534
"3230","31","male","Idaho",11925,12787
"3231","31","female","Idaho",11936,12747
"3232","32","total","Idaho",23546,24831
"3233","32","male","Idaho",11725,12398
"3234","32","female","Idaho",11821,12433
"3235","33","total","Idaho",23597,24509
"3236","33","male","Idaho",11903,12270
"3237","33","female","Idaho",11694,12239
"3238","34","total","Idaho",24001,24569
"3239","34","male","Idaho",12215,12463
"3240","34","female","Idaho",11786,12106
"3241","35","total","Idaho",24392,24970
"3242","35","male","Idaho",12385,12679
"3243","35","female","Idaho",12007,12291
"3244","36","total","Idaho",24204,25215
"3245","36","male","Idaho",12307,12742
"3246","36","female","Idaho",11897,12473
"3247","37","total","Idaho",24705,25021
"3248","37","male","Idaho",12524,12693
"3249","37","female","Idaho",12181,12328
"3250","38","total","Idaho",24867,25363
"3251","38","male","Idaho",12607,12829
"3252","38","female","Idaho",12260,12534
"3253","39","total","Idaho",24795,25767
"3254","39","male","Idaho",12636,13076
"3255","39","female","Idaho",12159,12691
"3256","40","total","Idaho",24683,25540
"3257","40","male","Idaho",12610,12948
"3258","40","female","Idaho",12073,12592
"3259","41","total","Idaho",23961,25433
"3260","41","male","Idaho",12210,13034
"3261","41","female","Idaho",11751,12399
"3262","42","total","Idaho",23373,24672
"3263","42","male","Idaho",11930,12568
"3264","42","female","Idaho",11443,12104
"3265","43","total","Idaho",22793,24040
"3266","43","male","Idaho",11639,12271
"3267","43","female","Idaho",11154,11769
"3268","44","total","Idaho",21660,23365
"3269","44","male","Idaho",11083,11949
"3270","44","female","Idaho",10577,11416
"3271","45","total","Idaho",21632,22168
"3272","45","male","Idaho",11064,11350
"3273","45","female","Idaho",10568,10818
"3274","46","total","Idaho",20786,22147
"3275","46","male","Idaho",10688,11382
"3276","46","female","Idaho",10098,10765
"3277","47","total","Idaho",20449,21268
"3278","47","male","Idaho",10512,10943
"3279","47","female","Idaho",9937,10325
"3280","48","total","Idaho",21255,20885
"3281","48","male","Idaho",10939,10766
"3282","48","female","Idaho",10316,10119
"3283","49","total","Idaho",22334,21684
"3284","49","male","Idaho",11502,11142
"3285","49","female","Idaho",10832,10542
"3286","50","total","Idaho",21740,22777
"3287","50","male","Idaho",11092,11695
"3288","50","female","Idaho",10648,11082
"3289","51","total","Idaho",21014,22301
"3290","51","male","Idaho",10701,11407
"3291","51","female","Idaho",10313,10894
"3292","52","total","Idaho",20218,21423
"3293","52","male","Idaho",10340,10908
"3294","52","female","Idaho",9878,10515
"3295","53","total","Idaho",20282,20705
"3296","53","male","Idaho",10330,10583
"3297","53","female","Idaho",9952,10122
"3298","54","total","Idaho",20287,20626
"3299","54","male","Idaho",10255,10478
"3300","54","female","Idaho",10032,10148
"3301","55","total","Idaho",20900,20810
"3302","55","male","Idaho",10418,10513
"3303","55","female","Idaho",10482,10297
"3304","56","total","Idaho",21794,21474
"3305","56","male","Idaho",10782,10648
"3306","56","female","Idaho",11012,10826
"3307","57","total","Idaho",22419,22293
"3308","57","male","Idaho",11013,11005
"3309","57","female","Idaho",11406,11288
"3310","58","total","Idaho",23177,23016
"3311","58","male","Idaho",11443,11311
"3312","58","female","Idaho",11734,11705
"3313","59","total","Idaho",23449,23709
"3314","59","male","Idaho",11604,11697
"3315","59","female","Idaho",11845,12012
"3316","60","total","Idaho",22857,23868
"3317","60","male","Idaho",11375,11782
"3318","60","female","Idaho",11482,12086
"3319","61","total","Idaho",22613,23379
"3320","61","male","Idaho",11140,11607
"3321","61","female","Idaho",11473,11772
"3322","62","total","Idaho",22872,23181
"3323","62","male","Idaho",11162,11402
"3324","62","female","Idaho",11710,11779
"3325","63","total","Idaho",22966,23342
"3326","63","male","Idaho",11229,11378
"3327","63","female","Idaho",11737,11964
"3328","64","total","Idaho",22209,23546
"3329","64","male","Idaho",10872,11481
"3330","64","female","Idaho",11337,12065
"3331","65","total","Idaho",21806,22578
"3332","65","male","Idaho",10702,11072
"3333","65","female","Idaho",11104,11506
"3334","66","total","Idaho",21463,22111
"3335","66","male","Idaho",10520,10819
"3336","66","female","Idaho",10943,11292
"3337","67","total","Idaho",20995,21653
"3338","67","male","Idaho",10321,10611
"3339","67","female","Idaho",10674,11042
"3340","68","total","Idaho",20299,21100
"3341","68","male","Idaho",9977,10348
"3342","68","female","Idaho",10322,10752
"3343","69","total","Idaho",19071,20394
"3344","69","male","Idaho",9317,9999
"3345","69","female","Idaho",9754,10395
"3346","70","total","Idaho",18000,19077
"3347","70","male","Idaho",8819,9294
"3348","70","female","Idaho",9181,9783
"3349","71","total","Idaho",17549,17976
"3350","71","male","Idaho",8620,8759
"3351","71","female","Idaho",8929,9217
"3352","72","total","Idaho",17125,17493
"3353","72","male","Idaho",8491,8617
"3354","72","female","Idaho",8634,8876
"3355","73","total","Idaho",18230,16982
"3356","73","male","Idaho",9129,8390
"3357","73","female","Idaho",9101,8592
"3358","74","total","Idaho",12531,17982
"3359","74","male","Idaho",6163,8994
"3360","74","female","Idaho",6368,8988
"3361","75","total","Idaho",12100,12295
"3362","75","male","Idaho",5867,6002
"3363","75","female","Idaho",6233,6293
"3364","76","total","Idaho",11772,11809
"3365","76","male","Idaho",5626,5702
"3366","76","female","Idaho",6146,6107
"3367","77","total","Idaho",11793,11460
"3368","77","male","Idaho",5666,5451
"3369","77","female","Idaho",6127,6009
"3370","78","total","Idaho",9883,11448
"3371","78","male","Idaho",4746,5472
"3372","78","female","Idaho",5137,5976
"3373","79","total","Idaho",8737,9482
"3374","79","male","Idaho",4138,4536
"3375","79","female","Idaho",4599,4946
"3376","80","total","Idaho",7936,8363
"3377","80","male","Idaho",3722,3922
"3378","80","female","Idaho",4214,4441
"3379","81","total","Idaho",7270,7545
"3380","81","male","Idaho",3464,3521
"3381","81","female","Idaho",3806,4024
"3382","82","total","Idaho",6498,6829
"3383","82","male","Idaho",3033,3226
"3384","82","female","Idaho",3465,3603
"3385","83","total","Idaho",5568,6072
"3386","83","male","Idaho",2556,2805
"3387","83","female","Idaho",3012,3267
"3388","84","total","Idaho",5051,5191
"3389","84","male","Idaho",2297,2372
"3390","84","female","Idaho",2754,2819
"3391","85+","total","Idaho",27519,27616
"3392","85+","male","Idaho",10937,11149
"3393","85+","female","Idaho",16582,16467
"3394","Total","total","Illinois",12785245,12671469
"3395","Total","male","Illinois",6321509,6265082
"3396","Total","female","Illinois",6463736,6406387
"3397","0","total","Illinois",140183,132242
"3398","0","male","Illinois",71692,67638
"3399","0","female","Illinois",68491,64604
"3400","1","total","Illinois",142421,138717
"3401","1","male","Illinois",72745,70871
"3402","1","female","Illinois",69676,67846
"3403","2","total","Illinois",146794,141350
"3404","2","male","Illinois",74892,72105
"3405","2","female","Illinois",71902,69245
"3406","3","total","Illinois",150006,145576
"3407","3","male","Illinois",76630,74229
"3408","3","female","Illinois",73376,71347
"3409","4","total","Illinois",154459,148736
"3410","4","male","Illinois",78999,75955
"3411","4","female","Illinois",75460,72781
"3412","5","total","Illinois",155519,153210
"3413","5","male","Illinois",79574,78390
"3414","5","female","Illinois",75945,74820
"3415","6","total","Illinois",153720,154297
"3416","6","male","Illinois",78810,78940
"3417","6","female","Illinois",74910,75357
"3418","7","total","Illinois",153231,152557
"3419","7","male","Illinois",78231,78191
"3420","7","female","Illinois",75000,74366
"3421","8","total","Illinois",154441,152077
"3422","8","male","Illinois",78849,77642
"3423","8","female","Illinois",75592,74435
"3424","9","total","Illinois",157027,153456
"3425","9","male","Illinois",80734,78343
"3426","9","female","Illinois",76293,75113
"3427","10","total","Illinois",161291,156060
"3428","10","male","Illinois",82786,80144
"3429","10","female","Illinois",78505,75916
"3430","11","total","Illinois",164907,160286
"3431","11","male","Illinois",84258,82243
"3432","11","female","Illinois",80649,78043
"3433","12","total","Illinois",171476,163932
"3434","12","male","Illinois",87409,83758
"3435","12","female","Illinois",84067,80174
"3436","13","total","Illinois",171988,170505
"3437","13","male","Illinois",87592,86878
"3438","13","female","Illinois",84396,83627
"3439","14","total","Illinois",170115,170908
"3440","14","male","Illinois",86803,86998
"3441","14","female","Illinois",83312,83910
"3442","15","total","Illinois",169678,169097
"3443","15","male","Illinois",86970,86272
"3444","15","female","Illinois",82708,82825
"3445","16","total","Illinois",171995,168929
"3446","16","male","Illinois",88081,86615
"3447","16","female","Illinois",83914,82314
"3448","17","total","Illinois",170734,171289
"3449","17","male","Illinois",87324,87815
"3450","17","female","Illinois",83410,83474
"3451","18","total","Illinois",164692,164721
"3452","18","male","Illinois",84895,85054
"3453","18","female","Illinois",79797,79667
"3454","19","total","Illinois",164992,161348
"3455","19","male","Illinois",84151,82497
"3456","19","female","Illinois",80841,78851
"3457","20","total","Illinois",166336,165679
"3458","20","male","Illinois",84410,84220
"3459","20","female","Illinois",81926,81459
"3460","21","total","Illinois",162828,164684
"3461","21","male","Illinois",82689,83595
"3462","21","female","Illinois",80139,81089
"3463","22","total","Illinois",163032,161749
"3464","22","male","Illinois",82536,81878
"3465","22","female","Illinois",80496,79871
"3466","23","total","Illinois",163820,160824
"3467","23","male","Illinois",82737,81734
"3468","23","female","Illinois",81083,79090
"3469","24","total","Illinois",165533,162173
"3470","24","male","Illinois",83438,81835
"3471","24","female","Illinois",82095,80338
"3472","25","total","Illinois",169344,163664
"3473","25","male","Illinois",85406,82637
"3474","25","female","Illinois",83938,81027
"3475","26","total","Illinois",173073,167832
"3476","26","male","Illinois",87363,84498
"3477","26","female","Illinois",85710,83334
"3478","27","total","Illinois",175226,170989
"3479","27","male","Illinois",88297,86346
"3480","27","female","Illinois",86929,84643
"3481","28","total","Illinois",177955,173070
"3482","28","male","Illinois",89269,87213
"3483","28","female","Illinois",88686,85857
"3484","29","total","Illinois",178829,175640
"3485","29","male","Illinois",89919,88125
"3486","29","female","Illinois",88910,87515
"3487","30","total","Illinois",178250,176333
"3488","30","male","Illinois",89950,88649
"3489","30","female","Illinois",88300,87684
"3490","31","total","Illinois",173426,175927
"3491","31","male","Illinois",87750,88795
"3492","31","female","Illinois",85676,87132
"3493","32","total","Illinois",172028,171118
"3494","32","male","Illinois",86812,86455
"3495","32","female","Illinois",85216,84663
"3496","33","total","Illinois",171508,169760
"3497","33","male","Illinois",86725,85559
"3498","33","female","Illinois",84783,84201
"3499","34","total","Illinois",173401,169257
"3500","34","male","Illinois",87900,85522
"3501","34","female","Illinois",85501,83735
"3502","35","total","Illinois",174558,170885
"3503","35","male","Illinois",88461,86496
"3504","35","female","Illinois",86097,84389
"3505","36","total","Illinois",171123,172374
"3506","36","male","Illinois",86456,87209
"3507","36","female","Illinois",84667,85165
"3508","37","total","Illinois",173604,169162
"3509","37","male","Illinois",87494,85443
"3510","37","female","Illinois",86110,83719
"3511","38","total","Illinois",173951,171643
"3512","38","male","Illinois",87752,86413
"3513","38","female","Illinois",86199,85230
"3514","39","total","Illinois",172358,172102
"3515","39","male","Illinois",87017,86716
"3516","39","female","Illinois",85341,85386
"3517","40","total","Illinois",172769,170126
"3518","40","male","Illinois",87057,85800
"3519","40","female","Illinois",85712,84326
"3520","41","total","Illinois",165726,170745
"3521","41","male","Illinois",83281,86087
"3522","41","female","Illinois",82445,84658
"3523","42","total","Illinois",162369,164086
"3524","42","male","Illinois",81859,82381
"3525","42","female","Illinois",80510,81705
"3526","43","total","Illinois",160521,160451
"3527","43","male","Illinois",80814,80750
"3528","43","female","Illinois",79707,79701
"3529","44","total","Illinois",154805,158761
"3530","44","male","Illinois",78044,79827
"3531","44","female","Illinois",76761,78934
"3532","45","total","Illinois",156043,152942
"3533","45","male","Illinois",78354,76918
"3534","45","female","Illinois",77689,76024
"3535","46","total","Illinois",152956,154376
"3536","46","male","Illinois",76590,77546
"3537","46","female","Illinois",76366,76830
"3538","47","total","Illinois",154722,151091
"3539","47","male","Illinois",77339,75628
"3540","47","female","Illinois",77383,75463
"3541","48","total","Illinois",162548,153051
"3542","48","male","Illinois",81428,76522
"3543","48","female","Illinois",81120,76529
"3544","49","total","Illinois",171794,160603
"3545","49","male","Illinois",86217,80401
"3546","49","female","Illinois",85577,80202
"3547","50","total","Illinois",168062,169271
"3548","50","male","Illinois",84181,84828
"3549","50","female","Illinois",83881,84443
"3550","51","total","Illinois",161922,166105
"3551","51","male","Illinois",81073,83174
"3552","51","female","Illinois",80849,82931
"3553","52","total","Illinois",159034,159530
"3554","52","male","Illinois",79518,79864
"3555","52","female","Illinois",79516,79666
"3556","53","total","Illinois",159842,156844
"3557","53","male","Illinois",79699,78393
"3558","53","female","Illinois",80143,78451
"3559","54","total","Illinois",162128,157285
"3560","54","male","Illinois",80919,78424
"3561","54","female","Illinois",81209,78861
"3562","55","total","Illinois",167728,159182
"3563","55","male","Illinois",83272,79306
"3564","55","female","Illinois",84456,79876
"3565","56","total","Illinois",171347,164724
